REGION,STORAGE,SEASON,DAYTYPE,YEAR,VALUE
GLOBAL,SDSINDNO01,2,1,2044,8.219213450372799e-09
GLOBAL,SDSINDNO01,2,1,2045,8.21921345066192e-09
GLOBAL,SDSINDNO01,2,1,2046,8.21921345066192e-09
GLOBAL,SDSINDNO01,3,1,2028,9e-05
GLOBAL,SDSINDNO01,3,1,2032,0.0015600166920123
GLOBAL,SDSINDNO01,3,1,2033,0.00156
GLOBAL,SDSINDNO01,3,1,2034,2.423550852963375e-08
GLOBAL,SDSINDNO01,3,1,2035,1.6134850083882365e-08
GLOBAL,SDSINDNO01,3,1,2037,0.00156
GLOBAL,SDSINDNO01,3,1,2039,0.00156
GLOBAL,SDSINDNO01,3,1,2041,1.5855053543723554e-08
GLOBAL,SDSINDNO01,3,1,2044,0.0015299999999999
GLOBAL,SDSINDNO01,3,1,2045,0.0015299999999999
GLOBAL,SDSINDNO01,4,1,2028,9e-05
GLOBAL,SDSINDNO01,4,1,2029,9e-05
GLOBAL,SDSINDNO01,4,1,2034,0.00156
GLOBAL,SDSINDNO01,4,1,2035,0.00156
GLOBAL,SDSINDNO01,4,1,2037,0.00156
GLOBAL,SDSINDNO01,4,1,2040,0.00156
GLOBAL,SDSINDNO01,4,1,2042,0.0015299999999999
GLOBAL,SDSINDNO01,4,1,2047,0.00148
GLOBAL,SDSINDNO01,4,1,2048,0.00148
GLOBAL,SDSINDSO01,1,1,2032,0.00144
GLOBAL,SDSINDSO01,1,1,2034,7.477520291119727e-09
GLOBAL,SDSINDSO01,1,1,2035,0.00144
GLOBAL,SDSINDSO01,1,1,2037,-3.06907956646631e-08
GLOBAL,SDSINDSO01,1,1,2043,7.73571971006667e-09
GLOBAL,SDSINDSO01,2,1,2031,3.0690148913240364e-08
GLOBAL,SDSINDSO01,2,1,2039,2.992388807882894e-08
GLOBAL,SDSINDSO01,2,1,2042,2.582325079272585e-10
GLOBAL,SDSINDSO01,2,1,2043,7.735720472923117e-09
GLOBAL,SDSINDSO01,2,1,2044,7.735720472923117e-09
GLOBAL,SDSINDSO01,2,1,2048,3.0690148913240364e-08
GLOBAL,SDSINDSO01,3,1,2031,0.00144
GLOBAL,SDSINDSO01,3,1,2037,0.00144
GLOBAL,SDSINDSO01,3,1,2041,0.00144
GLOBAL,SDSINDSO01,3,1,2042,1.4893760828364644e-08
GLOBAL,SDSINDSO01,3,1,2048,0.00144
GLOBAL,SDSINDSO01,3,1,2049,0.00144
GLOBAL,SDSINDSO01,4,1,2038,0.00144
GLOBAL,SDSINDSO01,4,1,2040,0.00144
GLOBAL,SDSINDSO01,4,1,2045,0.00144
GLOBAL,SDSINDSO01,4,1,2046,0.00144
GLOBAL,SDSINDSO01,4,1,2050,0.00144
GLOBAL,SDSINDWE01,1,1,2030,0.0008099999999999
GLOBAL,SDSINDWE01,1,1,2033,1.2706694343864712e-08
GLOBAL,SDSINDWE01,1,1,2034,-1.452557973115712e-10
GLOBAL,SDSINDWE01,1,1,2037,-1.4525579741846167e-10
GLOBAL,SDSINDWE01,1,1,2038,4.351347868198941e-09
GLOBAL,SDSINDWE01,1,1,2041,-1.4525579741846167e-10
GLOBAL,SDSINDWE01,1,1,2043,4.351347868198941e-09
GLOBAL,SDSINDWE01,1,1,2046,-1.452557973115712e-10
GLOBAL,SDSINDWE01,1,1,2047,4.351347868151788e-09
GLOBAL,SDSINDWE01,1,1,2050,-1.7263581747873444e-08
GLOBAL,SDSINDWE01,2,1,2031,1.7263208763462798e-08
GLOBAL,SDSINDWE01,2,1,2038,4.351348297273194e-09
GLOBAL,SDSINDWE01,2,1,2039,1.6832187777098772e-08
GLOBAL,SDSINDWE01,2,1,2042,4.3513482974177545e-09
GLOBAL,SDSINDWE01,2,1,2043,4.351348297273194e-09
GLOBAL,SDSINDWE01,3,1,2030,0.0008099999999999
GLOBAL,SDSINDWE01,3,1,2032,0.0008099999999999
GLOBAL,SDSINDWE01,3,1,2033,0.0008099999999999
GLOBAL,SDSINDWE01,3,1,2036,0.0008099999999999
GLOBAL,SDSINDWE01,3,1,2037,0.0008099999999999
GLOBAL,SDSINDWE01,3,1,2044,0.0008099999999999
GLOBAL,SDSINDWE01,3,1,2047,1.3018396841301851e-08
GLOBAL,SDSINDWE01,3,1,2048,0.0008099999999999
GLOBAL,SDSINDWE01,4,1,2032,0.0008099999999999
GLOBAL,SDSINDWE01,4,1,2037,0.0008099999999999
GLOBAL,SDSINDWE01,4,1,2038,0.0008099999999999
GLOBAL,SDSINDWE01,4,1,2040,0.0008099999999999
GLOBAL,SDSINDWE01,4,1,2043,0.0008099999999999
GLOBAL,SDSINDWE01,4,1,2048,0.0008099999999999
GLOBAL,SDSINDWE01,4,1,2049,0.0008099999999999
GLOBAL,SDSINDWE01,4,1,2050,0.0008099999999999
