REGION,STORAGE,SEASON,DAYTYPE,YEAR,VALUE
GLOBAL,LDSINDWE01,3,1,2031,-3.7518445842113507e-07
GLOBAL,LDSINDWE01,3,1,2032,-3.6258300300096477e-07
GLOBAL,LDSINDWE01,3,1,2035,-2.810799812104359e-07
GLOBAL,LDSINDWE01,3,1,2036,-3.751844584176656e-07
GLOBAL,LDSINDWE01,3,1,2045,-3.751844584176656e-07
GLOBAL,LDSINDWE01,3,1,2046,-3.626601145067097e-07
GLOBAL,LDSINDWE01,3,1,2048,-8.329861376806095e-08
GLOBAL,LDSINDWE01,3,1,2049,-8.329852629884726e-08
GLOBAL,LDSINDWE01,3,1,2050,-2.9188308958705283e-07
GLOBAL,LDSINDWE01,4,1,2031,-2.810797087397139e-07
GLOBAL,LDSINDWE01,4,1,2032,-2.810799812093701e-07
GLOBAL,LDSINDWE01,4,1,2033,8.20477062367375e-08
GLOBAL,LDSINDWE01,4,1,2034,8.204770624194169e-08
GLOBAL,LDSINDWE01,4,1,2035,-2.810799812104359e-07
GLOBAL,LDSINDWE01,4,1,2036,-2.918842548785076e-07
GLOBAL,LDSINDWE01,4,1,2037,8.329782753141446e-08
GLOBAL,LDSINDWE01,4,1,2038,8.329787250648312e-08
GLOBAL,LDSINDWE01,4,1,2039,8.32981607197525e-08
GLOBAL,LDSINDWE01,4,1,2040,8.329782753661864e-08
GLOBAL,LDSINDWE01,4,1,2041,8.329818998453754e-08
GLOBAL,LDSINDWE01,4,1,2042,8.329816072322194e-08
GLOBAL,LDSINDWE01,4,1,2043,8.329782752447555e-08
GLOBAL,LDSINDWE01,4,1,2044,8.329782752967974e-08
GLOBAL,LDSINDWE01,4,1,2045,-2.9188425487809885e-07
GLOBAL,LDSINDWE01,4,1,2046,-2.793588638905914e-07
GLOBAL,LDSINDWE01,4,1,2047,8.32981899897417e-08
GLOBAL,LDSINDWE01,4,1,2050,-2.9188308958705283e-07
GLOBAL,LDSNPLXX01,3,1,2041,-1.4064567608329526e-13
GLOBAL,SDSINDEA01,1,1,2040,-1.1194308469572497e-13
GLOBAL,SDSINDEA01,2,1,2040,-1.1194308469572497e-13
GLOBAL,SDSINDNO01,1,1,2031,8.38037449864679e-09
GLOBAL,SDSINDNO01,1,1,2033,-2.7975190610221573e-10
GLOBAL,SDSINDNO01,1,1,2034,8.100623268957745e-09
GLOBAL,SDSINDNO01,1,1,2037,-2.7975190610221573e-10
GLOBAL,SDSINDNO01,1,1,2039,-2.7975190610221573e-10
GLOBAL,SDSINDNO01,1,1,2041,-2.7975190610221573e-10
GLOBAL,SDSINDNO01,1,1,2042,8.219213450577806e-09
GLOBAL,SDSINDNO01,1,1,2043,8.219212639919843e-09
GLOBAL,SDSINDNO01,1,1,2044,8.219213450577806e-09
GLOBAL,SDSINDNO01,1,1,2046,7.944842052689041e-09
GLOBAL,SDSINDNO01,1,1,2048,-2.654056331262075e-10
GLOBAL,SDSINDNO01,1,1,2050,-3.1543175464405354e-08
GLOBAL,SDSINDNO01,2,1,2031,8.38037449864679e-09
GLOBAL,SDSINDNO01,2,1,2034,8.380374498705502e-09
GLOBAL,SDSINDNO01,2,1,2035,2.797518834966005e-10
GLOBAL,SDSINDNO01,2,1,2042,8.21921345059589e-09
GLOBAL,SDSINDNO01,2,1,2043,8.21921345059589e-09
GLOBAL,SDSINDNO01,2,1,2044,8.21921345059589e-09
GLOBAL,SDSINDNO01,2,1,2045,8.219213450903068e-09
GLOBAL,SDSINDNO01,2,1,2046,8.219213450903068e-09
GLOBAL,SDSINDNO01,2,1,2049,7.95064430784975e-09
GLOBAL,SDSINDNO01,2,1,2050,-3.154317857541507e-08
GLOBAL,SDSINDNO01,3,1,2032,-8.380408865070377e-09
GLOBAL,SDSINDNO01,3,1,2033,-8.380408865070377e-09
GLOBAL,SDSINDNO01,3,1,2035,-8.100655834376862e-09
GLOBAL,SDSINDNO01,3,1,2036,-8.380408865070377e-09
GLOBAL,SDSINDNO01,3,1,2037,-8.380408865070377e-09
GLOBAL,SDSINDNO01,3,1,2039,-8.380408865070377e-09
GLOBAL,SDSINDNO01,3,1,2040,-8.380408865070377e-09
GLOBAL,SDSINDNO01,3,1,2041,-8.380408865070377e-09
GLOBAL,SDSINDNO01,3,1,2047,-7.950644307795542e-09
GLOBAL,SDSINDNO01,3,1,2048,-7.950644307958173e-09
GLOBAL,SDSINDNO01,3,1,2050,-3.1543175464351144e-08
GLOBAL,SDSINDNO01,4,1,2031,8.380374498687499e-09
GLOBAL,SDSINDNO01,4,1,2033,-2.7975190598378007e-10
GLOBAL,SDSINDNO01,4,1,2034,8.100623268902244e-09
GLOBAL,SDSINDNO01,4,1,2037,-2.7975190598378007e-10
GLOBAL,SDSINDNO01,4,1,2039,-2.79751905980564e-10
GLOBAL,SDSINDNO01,4,1,2041,-2.797519060470015e-10
GLOBAL,SDSINDNO01,4,1,2042,8.21920493384776e-09
GLOBAL,SDSINDNO01,4,1,2043,8.219212640011612e-09
GLOBAL,SDSINDNO01,4,1,2044,8.219213450698668e-09
GLOBAL,SDSINDNO01,4,1,2046,7.944842052252634e-09
GLOBAL,SDSINDNO01,4,1,2048,-2.654056332346277e-10
GLOBAL,SDSINDNO01,4,1,2050,-3.1543175464351144e-08
GLOBAL,SDSINDSO01,1,1,2034,7.477520291105863e-09
GLOBAL,SDSINDSO01,1,1,2037,-3.06907956646631e-08
GLOBAL,SDSINDSO01,1,1,2043,7.735719709982615e-09
GLOBAL,SDSINDSO01,1,1,2044,7.735720473044105e-09
GLOBAL,SDSINDSO01,1,1,2046,-2.5823248235076916e-10
GLOBAL,SDSINDSO01,2,1,2034,7.735752195398291e-09
GLOBAL,SDSINDSO01,2,1,2037,-3.069079318788158e-08
GLOBAL,SDSINDSO01,2,1,2039,2.5823250785969587e-10
GLOBAL,SDSINDSO01,2,1,2041,2.5823250785969587e-10
GLOBAL,SDSINDSO01,2,1,2042,2.5823250785969587e-10
GLOBAL,SDSINDSO01,2,1,2043,7.735720473044105e-09
GLOBAL,SDSINDSO01,2,1,2044,7.735720473044105e-09
GLOBAL,SDSINDSO01,3,1,2032,-7.735762029320753e-09
GLOBAL,SDSINDSO01,3,1,2033,-7.735762029320753e-09
GLOBAL,SDSINDSO01,3,1,2035,-7.735762029320753e-09
GLOBAL,SDSINDSO01,3,1,2037,-3.069079566463302e-08
GLOBAL,SDSINDSO01,3,1,2038,-7.735762029320753e-09
GLOBAL,SDSINDSO01,3,1,2040,-7.735762029374963e-09
GLOBAL,SDSINDSO01,3,1,2041,-7.477529521515267e-09
GLOBAL,SDSINDSO01,3,1,2042,-7.477524377463851e-09
GLOBAL,SDSINDSO01,3,1,2045,-7.735762029320753e-09
GLOBAL,SDSINDSO01,3,1,2046,-7.735762029320753e-09
GLOBAL,SDSINDSO01,3,1,2047,-7.735762029392401e-09
GLOBAL,SDSINDSO01,3,1,2050,-7.735762029320753e-09
GLOBAL,SDSINDSO01,4,1,2034,7.47752029092546e-09
GLOBAL,SDSINDSO01,4,1,2037,-3.069079566463302e-08
GLOBAL,SDSINDSO01,4,1,2043,7.735719709604067e-09
GLOBAL,SDSINDSO01,4,1,2044,7.735720472628864e-09
GLOBAL,SDSINDSO01,4,1,2046,-2.582324824158684e-10
GLOBAL,SDSINDWE01,1,1,2032,-1.7263489627303112e-08
GLOBAL,SDSINDWE01,1,1,2033,-4.351366141431938e-09
GLOBAL,SDSINDWE01,1,1,2034,-1.4525579729914723e-10
GLOBAL,SDSINDWE01,1,1,2037,-1.4525579729914723e-10
GLOBAL,SDSINDWE01,1,1,2038,4.351347868180103e-09
GLOBAL,SDSINDWE01,1,1,2041,-1.4525579729914723e-10
GLOBAL,SDSINDWE01,1,1,2042,4.351348297524163e-09
GLOBAL,SDSINDWE01,1,1,2043,4.351347868180103e-09
GLOBAL,SDSINDWE01,1,1,2045,-4.351366432377591e-09
GLOBAL,SDSINDWE01,1,1,2046,-1.4525579729914723e-10
GLOBAL,SDSINDWE01,1,1,2047,4.351347868180103e-09
GLOBAL,SDSINDWE01,1,1,2048,4.351366141513252e-09
GLOBAL,SDSINDWE01,1,1,2050,-1.726358174784174e-08
GLOBAL,SDSINDWE01,2,1,2032,-1.7263489627303112e-08
GLOBAL,SDSINDWE01,2,1,2038,4.351348297374294e-09
GLOBAL,SDSINDWE01,2,1,2039,1.4525578558976376e-10
GLOBAL,SDSINDWE01,2,1,2042,4.3513482975261755e-09
GLOBAL,SDSINDWE01,2,1,2043,4.351348297374294e-09
GLOBAL,SDSINDWE01,2,1,2047,4.351348297327141e-09
GLOBAL,SDSINDWE01,2,1,2048,4.351366141513252e-09
GLOBAL,SDSINDWE01,2,1,2050,-1.7263583450581252e-08
GLOBAL,SDSINDWE01,3,1,2032,-1.7263489627330217e-08
GLOBAL,SDSINDWE01,3,1,2033,-4.351366141513252e-09
GLOBAL,SDSINDWE01,3,1,2034,-4.351366141513252e-09
GLOBAL,SDSINDWE01,3,1,2035,-4.351366141513252e-09
GLOBAL,SDSINDWE01,3,1,2036,-4.351366141513252e-09
GLOBAL,SDSINDWE01,3,1,2037,-4.351366141513252e-09
GLOBAL,SDSINDWE01,3,1,2040,-4.351366141475093e-09
GLOBAL,SDSINDWE01,3,1,2041,-4.351366141459043e-09
GLOBAL,SDSINDWE01,3,1,2044,-4.351366141513252e-09
GLOBAL,SDSINDWE01,3,1,2045,-4.351366141459043e-09
GLOBAL,SDSINDWE01,3,1,2046,-4.351366141513252e-09
GLOBAL,SDSINDWE01,3,1,2049,-4.351366141513252e-09
GLOBAL,SDSINDWE01,3,1,2050,-1.726358174789595e-08
GLOBAL,SDSINDWE01,4,1,2032,-1.7263489627330217e-08
GLOBAL,SDSINDWE01,4,1,2033,-4.351366141513252e-09
GLOBAL,SDSINDWE01,4,1,2034,-1.4525579738783174e-10
GLOBAL,SDSINDWE01,4,1,2037,-1.4525579736147529e-10
GLOBAL,SDSINDWE01,4,1,2038,4.351347868253165e-09
GLOBAL,SDSINDWE01,4,1,2041,-1.452557973697107e-10
GLOBAL,SDSINDWE01,4,1,2042,4.3513482974290165e-09
GLOBAL,SDSINDWE01,4,1,2043,4.3513478682029395e-09
GLOBAL,SDSINDWE01,4,1,2045,-4.351366141459043e-09
GLOBAL,SDSINDWE01,4,1,2046,-1.4525579738783174e-10
GLOBAL,SDSINDWE01,4,1,2047,4.351347868253165e-09
GLOBAL,SDSINDWE01,4,1,2048,4.351366141486147e-09
GLOBAL,SDSINDWE01,4,1,2050,-1.726358174789595e-08
