REGION,YEAR,TECHNOLOGY,FUEL,EMISSION,MODE_OF_OPERATION,TIMESLICE,STORAGE,SEASON,DAYTYPE,DAILYTIMEBRACKET,AvailabilityFactor,CapacityFactor,CapacityToActivityUnit,CapitalCost,CapitalCostStorage,Conversionld,Conversionlh,Conversionls,DaySplit,EmissionActivityRatio,FixedCost,InputActivityRatio,OperationalLife,OperationalLifeStorage,OutputActivityRatio,ReserveMargin,ReserveMarginTagFuel,ReserveMarginTagTechnology,ResidualCapacity,ResidualStorageCapacity,SpecifiedAnnualDemand,SpecifiedDemandProfile,StorageLevelStart,TechnologyFromStorage,TechnologyToStorage,TotalAnnualMaxCapacity,TotalAnnualMaxCapacityInvestment,TotalAnnualMinCapacityInvestment,TotalTechnologyAnnualActivityUpperLimit,VariableCost,YearSplit
GLOBAL,2029.0,PWRWOFINDEA,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2030.0,PWRWOFINDEA,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2031.0,PWRWOFINDEA,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2032.0,PWRWOFINDEA,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2033.0,PWRWOFINDEA,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2034.0,PWRWOFINDEA,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2035.0,PWRWOFINDEA,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2036.0,PWRWOFINDEA,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2037.0,PWRWOFINDEA,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2038.0,PWRWOFINDEA,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2039.0,PWRWOFINDEA,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2040.0,PWRWOFINDEA,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2041.0,PWRWOFINDEA,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2042.0,PWRWOFINDEA,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2043.0,PWRWOFINDEA,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2044.0,PWRWOFINDEA,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2045.0,PWRWOFINDEA,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2046.0,PWRWOFINDEA,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2047.0,PWRWOFINDEA,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2048.0,PWRWOFINDEA,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2049.0,PWRWOFINDEA,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2050.0,PWRWOFINDEA,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2023.0,PWRWOFINDNE,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2024.0,PWRWOFINDNE,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2025.0,PWRWOFINDNE,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2026.0,PWRWOFINDNE,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2027.0,PWRWOFINDNE,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2028.0,PWRWOFINDNE,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2029.0,PWRWOFINDNE,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2030.0,PWRWOFINDNE,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2031.0,PWRWOFINDNE,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2032.0,PWRWOFINDNE,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2033.0,PWRWOFINDNE,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2034.0,PWRWOFINDNE,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2035.0,PWRWOFINDNE,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2036.0,PWRWOFINDNE,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2037.0,PWRWOFINDNE,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2038.0,PWRWOFINDNE,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2039.0,PWRWOFINDNE,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2040.0,PWRWOFINDNE,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2041.0,PWRWOFINDNE,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2042.0,PWRWOFINDNE,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2043.0,PWRWOFINDNE,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2044.0,PWRWOFINDNE,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2045.0,PWRWOFINDNE,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2046.0,PWRWOFINDNE,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2047.0,PWRWOFINDNE,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2048.0,PWRWOFINDNE,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2049.0,PWRWOFINDNE,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2050.0,PWRWOFINDNE,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2023.0,PWRWOFINDNO,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2024.0,PWRWOFINDNO,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2025.0,PWRWOFINDNO,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2026.0,PWRWOFINDNO,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2027.0,PWRWOFINDNO,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2028.0,PWRWOFINDNO,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2029.0,PWRWOFINDNO,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2030.0,PWRWOFINDNO,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2031.0,PWRWOFINDNO,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2032.0,PWRWOFINDNO,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2033.0,PWRWOFINDNO,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2034.0,PWRWOFINDNO,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2035.0,PWRWOFINDNO,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2036.0,PWRWOFINDNO,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2037.0,PWRWOFINDNO,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2038.0,PWRWOFINDNO,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2039.0,PWRWOFINDNO,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2040.0,PWRWOFINDNO,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2041.0,PWRWOFINDNO,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2042.0,PWRWOFINDNO,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2043.0,PWRWOFINDNO,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2044.0,PWRWOFINDNO,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2045.0,PWRWOFINDNO,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2046.0,PWRWOFINDNO,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2047.0,PWRWOFINDNO,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2048.0,PWRWOFINDNO,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2049.0,PWRWOFINDNO,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2050.0,PWRWOFINDNO,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2023.0,PWRWOFINDSO,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2024.0,PWRWOFINDSO,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2025.0,PWRWOFINDSO,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2026.0,PWRWOFINDSO,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2027.0,PWRWOFINDSO,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2028.0,PWRWOFINDSO,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2029.0,PWRWOFINDSO,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2030.0,PWRWOFINDSO,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2031.0,PWRWOFINDSO,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2032.0,PWRWOFINDSO,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2033.0,PWRWOFINDSO,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2034.0,PWRWOFINDSO,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2035.0,PWRWOFINDSO,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2036.0,PWRWOFINDSO,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2037.0,PWRWOFINDSO,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2038.0,PWRWOFINDSO,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2039.0,PWRWOFINDSO,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2040.0,PWRWOFINDSO,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2041.0,PWRWOFINDSO,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2042.0,PWRWOFINDSO,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2043.0,PWRWOFINDSO,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2044.0,PWRWOFINDSO,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2045.0,PWRWOFINDSO,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2046.0,PWRWOFINDSO,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2047.0,PWRWOFINDSO,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2048.0,PWRWOFINDSO,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2049.0,PWRWOFINDSO,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2050.0,PWRWOFINDSO,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2023.0,PWRWOFINDWE,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2024.0,PWRWOFINDWE,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2025.0,PWRWOFINDWE,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2026.0,PWRWOFINDWE,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2027.0,PWRWOFINDWE,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2028.0,PWRWOFINDWE,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2029.0,PWRWOFINDWE,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2030.0,PWRWOFINDWE,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2031.0,PWRWOFINDWE,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2032.0,PWRWOFINDWE,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2033.0,PWRWOFINDWE,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2034.0,PWRWOFINDWE,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2035.0,PWRWOFINDWE,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2036.0,PWRWOFINDWE,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2037.0,PWRWOFINDWE,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2038.0,PWRWOFINDWE,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2039.0,PWRWOFINDWE,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2040.0,PWRWOFINDWE,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2041.0,PWRWOFINDWE,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2042.0,PWRWOFINDWE,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2043.0,PWRWOFINDWE,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2044.0,PWRWOFINDWE,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2045.0,PWRWOFINDWE,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2046.0,PWRWOFINDWE,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2047.0,PWRWOFINDWE,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2048.0,PWRWOFINDWE,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2049.0,PWRWOFINDWE,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2050.0,PWRWOFINDWE,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2023.0,PWRWOFLKAXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2024.0,PWRWOFLKAXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2025.0,PWRWOFLKAXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2026.0,PWRWOFLKAXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2027.0,PWRWOFLKAXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2028.0,PWRWOFLKAXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2029.0,PWRWOFLKAXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2030.0,PWRWOFLKAXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2031.0,PWRWOFLKAXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2032.0,PWRWOFLKAXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2033.0,PWRWOFLKAXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2034.0,PWRWOFLKAXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2035.0,PWRWOFLKAXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2036.0,PWRWOFLKAXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2037.0,PWRWOFLKAXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2038.0,PWRWOFLKAXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2039.0,PWRWOFLKAXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2040.0,PWRWOFLKAXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2041.0,PWRWOFLKAXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2042.0,PWRWOFLKAXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2043.0,PWRWOFLKAXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2044.0,PWRWOFLKAXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2045.0,PWRWOFLKAXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2046.0,PWRWOFLKAXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2047.0,PWRWOFLKAXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2048.0,PWRWOFLKAXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2049.0,PWRWOFLKAXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2050.0,PWRWOFLKAXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2023.0,PWRWOFMDVXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2024.0,PWRWOFMDVXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2025.0,PWRWOFMDVXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2026.0,PWRWOFMDVXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2027.0,PWRWOFMDVXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2028.0,PWRWOFMDVXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2029.0,PWRWOFMDVXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2030.0,PWRWOFMDVXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2031.0,PWRWOFMDVXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2032.0,PWRWOFMDVXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2033.0,PWRWOFMDVXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2034.0,PWRWOFMDVXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2035.0,PWRWOFMDVXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2036.0,PWRWOFMDVXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2037.0,PWRWOFMDVXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2038.0,PWRWOFMDVXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2039.0,PWRWOFMDVXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2040.0,PWRWOFMDVXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2041.0,PWRWOFMDVXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2042.0,PWRWOFMDVXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2043.0,PWRWOFMDVXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2044.0,PWRWOFMDVXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2045.0,PWRWOFMDVXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2046.0,PWRWOFMDVXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2047.0,PWRWOFMDVXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2048.0,PWRWOFMDVXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2049.0,PWRWOFMDVXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2050.0,PWRWOFMDVXX,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2023.0,PWRWONBGDXX,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2024.0,PWRWONBGDXX,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2025.0,PWRWONBGDXX,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2026.0,PWRWONBGDXX,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2027.0,PWRWONBGDXX,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2028.0,PWRWONBGDXX,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2029.0,PWRWONBGDXX,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2030.0,PWRWONBGDXX,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2031.0,PWRWONBGDXX,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2032.0,PWRWONBGDXX,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2033.0,PWRWONBGDXX,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2034.0,PWRWONBGDXX,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2035.0,PWRWONBGDXX,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2036.0,PWRWONBGDXX,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2037.0,PWRWONBGDXX,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2038.0,PWRWONBGDXX,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2039.0,PWRWONBGDXX,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,2040.0,PWRWONBGDXX,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
