REGION,TECHNOLOGY,EMISSION,YEAR,VALUE
GLOBAL,PWRCOAINDWE,CO2IND,2041,770.7115353762904
GLOBAL,PWRCOAINDWE,CO2IND,2042,795.9265910301898
GLOBAL,PWRCOAINDWE,CO2IND,2043,822.0120887656898
GLOBAL,PWRCOAINDWE,CO2IND,2044,850.2408352056653
GLOBAL,PWRCOAINDWE,CO2IND,2045,881.415631102483
GLOBAL,PWRCOAINDWE,CO2IND,2046,911.6016456371605
GLOBAL,PWRCOAINDWE,CO2IND,2047,946.8540619738774
GLOBAL,PWRCOAINDWE,CO2IND,2048,985.3079187543357
GLOBAL,PWRCOAINDWE,CO2IND,2049,1027.8421522922065
GLOBAL,PWRCOAINDWE,CO2IND,2050,1101.8344822514846
GLOBAL,PWRCOALKAXX,CO2LKA,2023,5.95576053629725
GLOBAL,PWRCOALKAXX,CO2LKA,2024,5.955760536297249
GLOBAL,PWRCOALKAXX,CO2LKA,2025,5.955760536297248
GLOBAL,PWRCOALKAXX,CO2LKA,2026,5.955760536297248
GLOBAL,PWRCOALKAXX,CO2LKA,2027,5.955760536297249
GLOBAL,PWRCOALKAXX,CO2LKA,2028,5.288033389753705
GLOBAL,PWRCOALKAXX,CO2LKA,2029,4.347884780909425
GLOBAL,PWRCOALKAXX,CO2LKA,2030,4.029413686405595
GLOBAL,PWRCOALKAXX,CO2LKA,2031,4.30567864580953
GLOBAL,PWRCOALKAXX,CO2LKA,2032,4.447218984186906
GLOBAL,PWRCOALKAXX,CO2LKA,2033,4.57338955706109
GLOBAL,PWRCOALKAXX,CO2LKA,2034,4.46884124294163
GLOBAL,PWRCOALKAXX,CO2LKA,2035,4.558481882886459
GLOBAL,PWRCOALKAXX,CO2LKA,2036,4.604802660855072
GLOBAL,PWRCOALKAXX,CO2LKA,2037,4.604802660855072
GLOBAL,PWRCOALKAXX,CO2LKA,2038,4.604802660855072
GLOBAL,PWRCOALKAXX,CO2LKA,2039,4.604802660855072
GLOBAL,PWRCOALKAXX,CO2LKA,2040,4.711240041874721
GLOBAL,PWRCOALKAXX,CO2LKA,2041,5.2330306243972
GLOBAL,PWRCOALKAXX,CO2LKA,2042,5.761574987355542
GLOBAL,PWRCOALKAXX,CO2LKA,2043,5.724048206398498
GLOBAL,PWRCOALKAXX,CO2LKA,2044,5.934828402313124
GLOBAL,PWRCOALKAXX,CO2LKA,2045,5.955760536297251
GLOBAL,PWRCOALKAXX,CO2LKA,2046,5.955760536297249
GLOBAL,PWRCOALKAXX,CO2LKA,2047,5.95576053629725
GLOBAL,PWRCOALKAXX,CO2LKA,2048,5.955760536297249
GLOBAL,PWRCOALKAXX,CO2LKA,2049,5.955760536297249
GLOBAL,PWRCOALKAXX,CO2LKA,2050,5.955760536297249
GLOBAL,PWRNGSINDEA,CO2IND,2029,3.122299574442878e-16
GLOBAL,PWRNGSINDEA,CO2IND,2032,-2.185609702110014e-15
GLOBAL,PWRNGSINDEA,CO2IND,2033,0.009882268166106002
GLOBAL,PWRNGSINDEA,CO2IND,2034,0.010531847581056
GLOBAL,PWRNGSINDEA,CO2IND,2036,-9.366898723328631e-16
GLOBAL,PWRNGSINDEA,CO2IND,2037,0.012567196414566002
GLOBAL,PWRNGSINDEA,CO2IND,2038,0.03325814937354239
GLOBAL,PWRNGSINDEA,CO2IND,2039,0.04913818328019239
GLOBAL,PWRNGSINDEA,CO2IND,2040,0.05171483076866639
GLOBAL,PWRNGSINDEA,CO2IND,2041,0.05429147825714038
GLOBAL,PWRNGSINDEA,CO2IND,2042,0.05720157424412278
GLOBAL,PWRNGSINDEA,CO2IND,2043,0.06026323773042719
GLOBAL,PWRNGSINDEA,CO2IND,2044,0.06344615521618918
GLOBAL,PWRNGSINDEA,CO2IND,2045,0.06678064020127318
GLOBAL,PWRNGSINDEA,CO2IND,2046,0.07026669268567859
GLOBAL,PWRNGSINDEA,CO2IND,2047,0.07393462616927157
GLOBAL,PWRNGSINDEA,CO2IND,2048,0.07775412715218685
GLOBAL,PWRNGSINDEA,CO2IND,2049,0.08175550913428678
GLOBAL,PWRNGSINDEA,CO2IND,2050,0.06138467023045948
GLOBAL,PWRNGSINDNE,CO2IND,2024,0.14321400321942
GLOBAL,PWRNGSINDNE,CO2IND,2025,0.14321400321942
GLOBAL,PWRNGSINDNE,CO2IND,2026,0.14321400321942
GLOBAL,PWRNGSINDNE,CO2IND,2027,0.14321400321942
GLOBAL,PWRNGSINDNE,CO2IND,2028,0.1535443346228148
GLOBAL,PWRNGSINDNE,CO2IND,2029,0.1649154404640204
GLOBAL,PWRNGSINDNE,CO2IND,2030,0.1756758439491552
GLOBAL,PWRNGSINDNE,CO2IND,2031,0.5854199552282731
GLOBAL,PWRNGSINDNE,CO2IND,2032,0.5845603727475212
GLOBAL,PWRNGSINDNE,CO2IND,2033,0.629513116068094
GLOBAL,PWRNGSINDNE,CO2IND,2034,0.6744658593886668
GLOBAL,PWRNGSINDNE,CO2IND,2035,0.7194186027092395
GLOBAL,PWRNGSINDNE,CO2IND,2036,0.7643713460298123
GLOBAL,PWRNGSINDNE,CO2IND,2037,0.8154332327289376
GLOBAL,PWRNGSINDNE,CO2IND,2038,0.9458147215426589
GLOBAL,PWRNGSINDNE,CO2IND,2039,1.028953359661283
GLOBAL,PWRNGSINDNE,CO2IND,2040,1.080854105501011
GLOBAL,PWRNGSINDNE,CO2IND,2041,1.1327548513407384
GLOBAL,PWRNGSINDNE,CO2IND,2042,1.1920613880601487
GLOBAL,PWRNGSINDNE,CO2IND,2043,1.2541074653082225
GLOBAL,PWRNGSINDNE,CO2IND,2044,1.3190135024488563
GLOBAL,PWRNGSINDNE,CO2IND,2045,1.386930023686922
GLOBAL,PWRNGSINDNE,CO2IND,2046,1.4580075532272914
GLOBAL,PWRNGSINDNE,CO2IND,2047,1.5323665104338617
GLOBAL,PWRNGSINDNE,CO2IND,2048,1.6198418223461313
GLOBAL,PWRNGSINDNE,CO2IND,2049,1.7339394167011806
GLOBAL,PWRNGSINDNE,CO2IND,2050,1.8305746929937525
GLOBAL,PWRNGSINDNO,CO2IND,2028,6.172959388095479e-16
GLOBAL,PWRNGSINDNO,CO2IND,2029,-1.2345918776190956e-15
GLOBAL,PWRNGSINDNO,CO2IND,2030,1.0778615994872043
GLOBAL,PWRNGSINDNO,CO2IND,2031,2.3428410289615584
GLOBAL,PWRNGSINDNO,CO2IND,2032,4.4991645797502455
GLOBAL,PWRNGSINDNO,CO2IND,2033,4.892116935592816
GLOBAL,PWRNGSINDNO,CO2IND,2034,5.162689267358437
GLOBAL,PWRNGSINDNO,CO2IND,2035,4.768625494706704
GLOBAL,PWRNGSINDNO,CO2IND,2036,5.217314789526016
GLOBAL,PWRNGSINDNO,CO2IND,2037,5.213006666175904
GLOBAL,PWRNGSINDNO,CO2IND,2038,5.59901303198955
GLOBAL,PWRNGSINDNO,CO2IND,2039,5.789706316265683
GLOBAL,PWRNGSINDNO,CO2IND,2040,5.815517260160638
GLOBAL,PWRNGSINDNO,CO2IND,2041,5.708170046655177
GLOBAL,PWRNGSINDNO,CO2IND,2042,5.674042137067044
GLOBAL,PWRNGSINDNO,CO2IND,2043,5.7473023135884835
GLOBAL,PWRNGSINDNO,CO2IND,2044,5.832923400406036
GLOBAL,PWRNGSINDNO,CO2IND,2045,5.891663430504906
GLOBAL,PWRNGSINDNO,CO2IND,2046,5.913394642592509
GLOBAL,PWRNGSINDNO,CO2IND,2047,5.876503255415839
GLOBAL,PWRNGSINDNO,CO2IND,2048,5.974077259816074
GLOBAL,PWRNGSINDNO,CO2IND,2049,5.946943037743559
GLOBAL,PWRNGSINDNO,CO2IND,2050,6.068084687974959
GLOBAL,PWRNGSINDSO,CO2IND,2031,1.537255229777657e-15
GLOBAL,PWRNGSINDSO,CO2IND,2032,2.459602512772108e-15
GLOBAL,PWRNGSINDSO,CO2IND,2033,1.8976471240978925
GLOBAL,PWRNGSINDSO,CO2IND,2034,4.407694635147105
GLOBAL,PWRNGSINDSO,CO2IND,2035,4.724031319728329
GLOBAL,PWRNGSINDSO,CO2IND,2036,4.952489313910348
GLOBAL,PWRNGSINDSO,CO2IND,2037,6.088108354758145
GLOBAL,PWRNGSINDSO,CO2IND,2038,6.3885113556908575
GLOBAL,PWRNGSINDSO,CO2IND,2039,7.928387775281256
GLOBAL,PWRNGSINDSO,CO2IND,2040,9.290652059597097
GLOBAL,PWRNGSINDSO,CO2IND,2041,10.450013679556928
GLOBAL,PWRNGSINDSO,CO2IND,2042,11.706512254353498
GLOBAL,PWRNGSINDSO,CO2IND,2043,12.965529922412763
GLOBAL,PWRNGSINDSO,CO2IND,2044,14.216411280165843
GLOBAL,PWRNGSINDSO,CO2IND,2045,15.460203965313637
GLOBAL,PWRNGSINDSO,CO2IND,2046,16.693715687548046
GLOBAL,PWRNGSINDSO,CO2IND,2047,17.54672110109957
GLOBAL,PWRNGSINDSO,CO2IND,2048,18.326357044175378
GLOBAL,PWRNGSINDSO,CO2IND,2049,19.13628600893016
GLOBAL,PWRNGSINDSO,CO2IND,2050,19.977633749547934
GLOBAL,PWRNGSINDWE,CO2IND,2029,3.739595513252425e-15
GLOBAL,PWRNGSINDWE,CO2IND,2030,-1.2465318377508083e-15
GLOBAL,PWRNGSINDWE,CO2IND,2031,0.28341598674901847
GLOBAL,PWRNGSINDWE,CO2IND,2032,3.008309537349745
GLOBAL,PWRNGSINDWE,CO2IND,2033,3.721002100326507
GLOBAL,PWRNGSINDWE,CO2IND,2034,4.624828369581349
GLOBAL,PWRNGSINDWE,CO2IND,2035,2.1976984145555427
GLOBAL,PWRNGSINDWE,CO2IND,2036,4.922829792989754
GLOBAL,PWRNGSINDWE,CO2IND,2037,7.27755184510901
GLOBAL,PWRNGSINDWE,CO2IND,2038,9.618425141592466
GLOBAL,PWRNGSINDWE,CO2IND,2039,10.880000811825887
GLOBAL,PWRNGSINDWE,CO2IND,2040,11.747859691588715
GLOBAL,PWRNGSINDWE,CO2IND,2041,12.558601433334577
GLOBAL,PWRNGSINDWE,CO2IND,2042,13.232982623643283
GLOBAL,PWRNGSINDWE,CO2IND,2043,13.835493229024468
GLOBAL,PWRNGSINDWE,CO2IND,2044,14.46194018784157
GLOBAL,PWRNGSINDWE,CO2IND,2045,15.113278706686886
GLOBAL,PWRNGSINDWE,CO2IND,2046,15.790520180776193
GLOBAL,PWRNGSINDWE,CO2IND,2047,16.49473219394812
GLOBAL,PWRNGSINDWE,CO2IND,2048,17.226926141418268
GLOBAL,PWRNGSINDWE,CO2IND,2049,17.988225795648447
GLOBAL,PWRNGSINDWE,CO2IND,2050,18.62759100300525
GLOBAL,PWRNGSLKAXX,CO2LKA,2025,0.179811940221314
GLOBAL,PWRNGSLKAXX,CO2LKA,2026,0.32067444922021177
GLOBAL,PWRNGSLKAXX,CO2LKA,2027,0.17513544405689196
GLOBAL,PWRNGSLKAXX,CO2LKA,2028,0.21300597948713376
GLOBAL,PWRNGSLKAXX,CO2LKA,2029,0.25881599833648156
GLOBAL,PWRNGSLKAXX,CO2LKA,2030,0.21903562059902149
GLOBAL,PWRNGSLKAXX,CO2LKA,2031,0.393205027193541
GLOBAL,PWRNGSLKAXX,CO2LKA,2032,0.5536925729533577
GLOBAL,PWRNGSLKAXX,CO2LKA,2033,0.5861848429547745
GLOBAL,PWRNGSLKAXX,CO2LKA,2034,0.5801367429637476
GLOBAL,PWRNGSLKAXX,CO2LKA,2035,0.7035146699398622
GLOBAL,PWRNGSLKAXX,CO2LKA,2036,0.8519374250353501
GLOBAL,PWRNGSLKAXX,CO2LKA,2037,1.0597231413900132
GLOBAL,PWRNGSLKAXX,CO2LKA,2038,1.0138663169349182
GLOBAL,PWRNGSLKAXX,CO2LKA,2039,1.1190001846806017
GLOBAL,PWRNGSLKAXX,CO2LKA,2040,1.3222135907602957
GLOBAL,PWRNGSLKAXX,CO2LKA,2041,1.3995874454308737
GLOBAL,PWRNGSLKAXX,CO2LKA,2042,1.5857678233857646
GLOBAL,PWRNGSLKAXX,CO2LKA,2043,1.6018055433594043
GLOBAL,PWRNGSLKAXX,CO2LKA,2044,1.846362545879789
GLOBAL,PWRNGSLKAXX,CO2LKA,2045,1.9195895889795902
GLOBAL,PWRNGSLKAXX,CO2LKA,2046,2.0832654656463707
GLOBAL,PWRNGSLKAXX,CO2LKA,2047,2.339040590172993
GLOBAL,PWRNGSLKAXX,CO2LKA,2048,2.461220383579143
GLOBAL,PWRNGSLKAXX,CO2LKA,2049,2.5920559172398834
GLOBAL,PWRNGSLKAXX,CO2LKA,2050,2.7612701569147626
GLOBAL,PWROILBGDXX,CO2BGD,2038,0.5239496826595532
GLOBAL,PWROILBGDXX,CO2BGD,2039,0.7890000068688479
GLOBAL,PWROILBGDXX,CO2BGD,2040,0.7890000068688479
GLOBAL,PWROILBGDXX,CO2BGD,2041,0.7890000068688479
GLOBAL,PWROILBGDXX,CO2BGD,2042,0.7890000068688479
GLOBAL,PWROILBGDXX,CO2BGD,2043,0.7890000068688479
GLOBAL,PWROILBGDXX,CO2BGD,2044,0.7890000068688479
GLOBAL,PWROILBGDXX,CO2BGD,2045,0.7890000068688479
GLOBAL,PWROILBGDXX,CO2BGD,2046,0.7890000068688479
GLOBAL,PWROILBGDXX,CO2BGD,2047,0.7890000068688479
GLOBAL,PWROILBGDXX,CO2BGD,2048,0.7890000068688479
GLOBAL,PWROILBGDXX,CO2BGD,2049,0.7890000068688479
GLOBAL,PWROILBGDXX,CO2BGD,2050,0.7890000068688479
GLOBAL,PWROILINDNO,CO2IND,2037,0.059843771354872996
GLOBAL,PWROILINDNO,CO2IND,2038,0.19050224031029586
GLOBAL,PWROILINDNO,CO2IND,2039,0.6615460370695264
GLOBAL,PWROILINDNO,CO2IND,2040,0.8875931679895261
GLOBAL,PWROILINDNO,CO2IND,2041,0.8875931679895261
GLOBAL,PWROILINDNO,CO2IND,2042,0.8875931679895186
GLOBAL,PWROILINDNO,CO2IND,2043,0.8875931679895261
GLOBAL,PWROILINDNO,CO2IND,2044,0.8875931679895233
GLOBAL,PWROILINDNO,CO2IND,2045,0.8852938371047774
GLOBAL,PWROILINDNO,CO2IND,2046,0.7209545450361712
GLOBAL,PWROILINDNO,CO2IND,2047,0.5544156085799464
GLOBAL,PWROILINDNO,CO2IND,2048,0.3870789018330239
GLOBAL,PWROILINDNO,CO2IND,2049,0.2777767699217261
GLOBAL,PWROILINDNO,CO2IND,2050,0.2784050787089917
GLOBAL,PWROILINDSO,CO2IND,2039,0.20100025099418256
GLOBAL,PWROILINDSO,CO2IND,2040,0.2010002509941868
GLOBAL,PWROILINDSO,CO2IND,2041,0.20100025099418256
GLOBAL,PWROILINDSO,CO2IND,2042,0.2010002509941825
GLOBAL,PWROILINDSO,CO2IND,2043,0.20100025099418253
GLOBAL,PWROILINDSO,CO2IND,2044,0.19730129737870883
GLOBAL,PWROILINDSO,CO2IND,2045,0.14357121727228417
GLOBAL,PWROILINDSO,CO2IND,2046,0.14357121727226696
GLOBAL,PWROILINDSO,CO2IND,2047,0.1435712172722784
GLOBAL,PWROILINDSO,CO2IND,2048,0.14357121727226982
GLOBAL,PWROILINDSO,CO2IND,2049,0.14357121727228417
GLOBAL,PWROILINDSO,CO2IND,2050,0.14357121727230418
GLOBAL,PWROILINDWE,CO2IND,2043,-7.935775101941544e-15
GLOBAL,PWROILLKAXX,CO2LKA,2024,0.021851046087696665
GLOBAL,PWROILLKAXX,CO2LKA,2033,0.0002426216072593078
GLOBAL,PWROILLKAXX,CO2LKA,2037,0.08564655230766871
GLOBAL,PWROILLKAXX,CO2LKA,2038,0.11082102369931661
GLOBAL,PWROILLKAXX,CO2LKA,2039,0.33460227289058797
GLOBAL,PWROILLKAXX,CO2LKA,2040,0.3519052204220244
GLOBAL,PWROILLKAXX,CO2LKA,2041,0.4417632324256911
GLOBAL,PWROILLKAXX,CO2LKA,2042,0.422758389006362
GLOBAL,PWROILLKAXX,CO2LKA,2043,0.4578238305176157
GLOBAL,PWROILLKAXX,CO2LKA,2044,0.3943618964352412
GLOBAL,PWROILLKAXX,CO2LKA,2045,0.34376903373728496
GLOBAL,PWROILLKAXX,CO2LKA,2046,0.4010325381254811
GLOBAL,PWROILLKAXX,CO2LKA,2047,0.48277259565679637
GLOBAL,PWROILLKAXX,CO2LKA,2048,0.5290817840863158
GLOBAL,PWROILLKAXX,CO2LKA,2049,0.48061353242307725
GLOBAL,PWROILLKAXX,CO2LKA,2050,0.46804214545459205
GLOBAL,PWRPETNPLXX,CO2NPL,2037,0.07187188428
GLOBAL,PWRPETNPLXX,CO2NPL,2038,0.14374376856
GLOBAL,PWRPETNPLXX,CO2NPL,2039,0.33744560841310306
